ID,education_level,years_experience,job_title,industry,location,company_size,certifications,age,working_hours,crucial_code,salary
8579,High School,11,,Education,London,Small,3,44,42,JHV450,97307.44683
8580,Masters,18,Manager,Healthcare,Bangalore,Medium,0,58,59,OFV025,104197.1113
8581,Masters,15,Analyst,Finance,Bangalore,Large,2,30,42,HOK941,95704.14702
8582,PhD,0,Data Scientist,IT,New York,Medium,0,53,33,XSX098,75898.85716
8583,PhD,19,Manager,Healthcare,London,,0,29,33,,109991.278
8584,Bachelors,11,Data Scientist,IT,Bangalore,Medium,3,,32,BJD161,79074.25089
8585,Masters,4,Software Engineer,IT,San Francisco,Medium,3,57,38,EDG381,86572.05249
8586,PhD,17,Data Scientist,IT,New York,Small,,52,43,LPR442,100654.606
8587,Bachelors,14,Analyst,Education,London,Large,3,46,50,TVL503,
8588,,5,Software Engineer,Finance,San Francisco,Medium,1,46,49,BBP181,90188.82884
8589,High School,19,Data Scientist,IT,London,Medium,2,57,59,ZBD860,109682.6292
8590,Bachelors,19,Manager,Healthcare,London,Small,,58,57,QDU093,96145.82043
8591,High School,17,,Education,San Francisco,Large,0,28,,DKG610,100141.6627
8592,High School,2,Software Engineer,IT,Bangalore,Medium,1,48,31,LII173,67154.87541
8593,PhD,11,Manager,Healthcare,San Francisco,Medium,4,52,59,FVM883,108608.1618
8594,PhD,18,Data Scientist,Healthcare,London,Large,1,34,49,XSK486,126784.9287
8595,Masters,1,Data Scientist,IT,New York,Small,3,43,32,XFN919,90059.55285
8596,Bachelors,,Manager,IT,London,Medium,1,40,36,TGK121,65693.11272
8597,PhD,,Analyst,Finance,San Francisco,Medium,4,32,58,RBE276,90344.4353
8598,Bachelors,5,,Finance,London,Medium,0,31,35,GAE634,64242.71552
8599,High School,5,Analyst,IT,New York,Large,,36,37,ZZP608,89604.41687
8600,Masters,4,Manager,IT,London,,0,46,,,83569.91504
8601,Masters,,Software Engineer,Education,Bangalore,Medium,1,31,48,GBC735,79540.04043
8602,,17,Software Engineer,,New York,Small,4,50,41,FXH917,93191.52259
8603,Masters,13,Software Engineer,IT,San Francisco,Large,3,25,59,LCR691,110667.4382
8604,Masters,18,Data Scientist,Healthcare,London,Large,,49,55,CLY494,117844.25
8605,PhD,17,Analyst,IT,Bangalore,Large,3,40,42,FKB765,89301.79898
8606,Masters,,Manager,Education,London,Large,4,40,30,ZZV149,119348.2663
8607,High School,13,Manager,IT,London,Large,2,53,43,NQU797,85793.04453
8608,,13,Data Scientist,Healthcare,Bangalore,Small,0,34,43,UVF390,93394.28748
8609,Bachelors,13,Software Engineer,Healthcare,Bangalore,Medium,0,44,,YLA082,70125.55805
8610,PhD,13,Data Scientist,IT,San Francisco,Small,2,41,48,OWN088,111229.3129
8611,PhD,19,Manager,Finance,London,Small,3,38,48,UJE710,117015.7019
8612,Bachelors,15,Analyst,Healthcare,Bangalore,Medium,0,40,35,YAL933,76166.73377
8613,Masters,12,Manager,Healthcare,Bangalore,Medium,0,57,57,UTB229,83186.93221
8614,Masters,6,Analyst,Education,New York,Medium,1,32,52,XMI736,90915.63234
8615,PhD,16,Analyst,Healthcare,San Francisco,Small,1,52,59,MCM694,110198.0217
8616,Bachelors,14,Analyst,Healthcare,San Francisco,Medium,3,26,48,EHQ767,85359.67446
8617,Bachelors,3,Analyst,Healthcare,London,Large,2,49,31,MED516,60756.99873
8618,High School,1,Analyst,Finance,Bangalore,Large,2,37,43,PRD722,60269.41627
8619,Bachelors,6,Software Engineer,IT,London,Small,1,58,59,SQB753,81022.62301
8620,High School,11,Data Scientist,IT,San Francisco,Small,4,23,50,MUE659,96982.65641
8621,Bachelors,6,,Healthcare,New York,Small,4,37,57,UDB833,73481.96837
8622,PhD,7,Software Engineer,Education,Bangalore,Medium,1,,42,VPD540,74943.08242
8623,,9,Analyst,Finance,Bangalore,Large,4,23,48,RQW172,79037.63825
8624,Bachelors,12,Analyst,Healthcare,Bangalore,Large,2,31,53,SKP557,74763.32226
8625,High School,6,Software Engineer,IT,London,Large,4,38,50,GCD609,68045.64607
8626,Bachelors,16,Software Engineer,,San Francisco,Large,2,51,45,ZKL709,87023.04102
8627,High School,18,,Healthcare,New York,Medium,1,54,59,IME936,90693.33638
8628,,4,Software Engineer,Healthcare,New York,Small,4,53,49,VWS558,60983.25663
8629,Masters,13,Data Scientist,IT,Bangalore,Large,1,27,57,VVI170,100692.9979
8630,PhD,11,Manager,Healthcare,London,Medium,2,31,49,TIT885,112075.503
8631,PhD,11,,Education,San Francisco,Large,3,,58,PTM917,114753.1447
8632,Masters,3,Analyst,Healthcare,San Francisco,,4,54,48,,92862.60649
8633,PhD,14,Analyst,IT,San Francisco,Large,3,30,41,BIM753,115746.0323
8634,High School,7,Data Scientist,Finance,London,Medium,2,24,37,VRY506,91815.29173
8635,Masters,4,Data Scientist,Education,London,Large,2,43,46,VWA371,83337.08315
8636,High School,13,Analyst,Healthcare,San Francisco,Small,1,53,46,DSE292,90922.39717
8637,Masters,17,Analyst,Healthcare,London,Large,2,55,44,ALD618,91953.31585
8638,PhD,14,Manager,Education,San Francisco,Large,1,31,37,IKC968,103299.1963
8639,Masters,6,Analyst,Finance,Bangalore,Large,0,57,37,NLH906,65990.69859
8640,PhD,7,Software Engineer,IT,Bangalore,Large,1,39,30,ULP966,72079.63981
8641,PhD,16,Manager,Healthcare,London,Small,0,26,40,UUE912,113356.1015
8642,Bachelors,10,Manager,Education,San Francisco,Medium,0,28,32,EGL547,83799.21369
8643,PhD,14,,Healthcare,Bangalore,Large,1,24,37,RDD909,100855.7198
8644,Bachelors,7,Data Scientist,,Bangalore,Small,4,45,41,FGE769,73255.49241
8645,Masters,3,Data Scientist,Finance,London,Medium,0,31,37,LHG342,
8646,Bachelors,2,Data Scientist,Healthcare,New York,Medium,2,,58,VLL541,67481.63302
8647,High School,7,Data Scientist,IT,New York,Medium,1,47,42,TIZ502,70605.59867
8648,Bachelors,2,,Education,Bangalore,Small,2,37,54,XJN052,67097.20747
8649,Bachelors,17,Data Scientist,Healthcare,San Francisco,Large,3,56,58,KAQ368,109361.2688
8650,,17,Software Engineer,Finance,San Francisco,Large,0,30,,OYZ842,98025.90196
8651,High School,11,Software Engineer,Education,New York,Medium,2,40,56,PKW674,59606.59369
8652,Masters,13,Data Scientist,Finance,Bangalore,Medium,1,53,34,PMD025,89199.35321
8653,Bachelors,8,Data Scientist,Finance,Bangalore,Large,2,32,31,IKW774,
8654,PhD,3,Manager,Education,San Francisco,Small,,51,41,XWI206,104546.9818
8655,High School,5,Software Engineer,Education,London,Medium,0,53,54,NQU821,70606.33123
8656,Bachelors,7,,Healthcare,New York,Large,4,39,47,GRX831,88132.60807
8657,High School,6,Data Scientist,IT,Bangalore,Large,2,32,49,BND447,103467.4319
8658,High School,17,Manager,Education,San Francisco,,0,49,32,,104145.6154
8659,Masters,,Manager,IT,Bangalore,Large,0,43,53,KTB528,87239.23087
8660,Masters,,Manager,Education,Bangalore,Large,2,29,43,SIS549,
8661,High School,1,Analyst,Finance,New York,Small,4,37,49,CGR821,64683.06591
8662,High School,15,Data Scientist,Finance,New York,Small,4,39,38,HWC017,87376.98218
8663,Masters,8,Data Scientist,Healthcare,New York,Medium,1,47,43,UKH358,83712.59379
8664,Masters,11,Software Engineer,IT,Bangalore,Large,2,29,34,WJB732,99027.45097
8665,Bachelors,10,Analyst,IT,San Francisco,Medium,1,,38,NWF807,92317.56338
8666,High School,2,Manager,Healthcare,Bangalore,Small,2,55,32,RZK470,67737.94517
8667,Bachelors,9,Manager,Finance,San Francisco,Large,4,33,58,IUN744,91561.44935
8668,PhD,0,Manager,IT,Bangalore,,3,32,59,,86651.15609
8669,PhD,18,Data Scientist,Finance,San Francisco,Small,1,39,53,QOG487,126486.4547
8670,Masters,1,Data Scientist,Education,London,Medium,3,23,37,BWR516,86559.46353
8671,Masters,11,Software Engineer,Finance,London,Large,1,52,40,EPV613,86207.35301
8672,PhD,15,Data Scientist,Finance,San Francisco,Small,2,49,47,RFL685,124244.9095
8673,Masters,14,Manager,,San Francisco,Medium,2,27,52,PQK474,103431.4588
8674,Bachelors,3,Manager,IT,Bangalore,Large,,33,46,IVR648,73027.44729
8675,High School,0,Analyst,Education,New York,Small,3,45,35,YVQ426,46831.73121
8676,Masters,,Software Engineer,Education,New York,Small,2,42,36,FPI505,63640.66334
8677,Masters,10,Analyst,IT,Bangalore,,4,,37,,73933.57237
8678,PhD,13,Data Scientist,IT,New York,Medium,2,40,48,IRB724,100297.7593
8679,Masters,14,Analyst,Finance,New York,Large,3,50,55,XNF673,90858.43875
8680,PhD,3,Data Scientist,Finance,San Francisco,Large,3,37,40,AVS877,106338.1049
8681,High School,8,Software Engineer,Finance,Bangalore,Large,0,27,43,AMS238,58552.73801
8682,PhD,13,Manager,Finance,San Francisco,Large,2,46,57,SCV952,110259.1293
8683,Masters,12,Analyst,Finance,London,Small,2,46,52,LRU538,95619.96847
8684,Bachelors,14,Software Engineer,Healthcare,London,Medium,4,,48,NAQ627,112963.0314
8685,PhD,5,Manager,Healthcare,New York,Large,2,36,57,PKH469,85010.3549
8686,High School,2,,Education,New York,Small,4,32,31,UBD943,83743.56625
8687,High School,19,Data Scientist,Finance,Bangalore,Large,0,28,34,RCR600,91378.44197
8688,PhD,2,Analyst,Finance,New York,Large,2,55,59,YKC311,73983.94577
8689,PhD,8,Manager,Finance,San Francisco,Medium,3,50,57,NTQ694,116327.6826
8690,PhD,,Software Engineer,Education,Bangalore,Medium,1,30,56,SOU751,91150.98529
8691,High School,2,Software Engineer,Finance,New York,Small,3,37,50,WQH631,54388.60979
8692,High School,3,Software Engineer,Finance,San Francisco,Medium,3,27,,HSU209,74105.68478
8693,High School,18,Manager,IT,Bangalore,Large,3,25,32,CBU552,97707.80149
8694,Bachelors,7,Analyst,Education,London,Small,2,27,30,GAZ458,65402.37405
8695,Masters,7,Software Engineer,Healthcare,London,Small,0,29,39,POD613,85193.83398
8696,PhD,11,Data Scientist,IT,San Francisco,Small,4,22,55,JYP273,103524.2644
8697,High School,8,Manager,IT,London,Medium,1,37,43,AEF468,90580.01799
8698,Masters,17,Manager,IT,Bangalore,Medium,2,30,50,SSR017,94994.96937
8699,Bachelors,12,Data Scientist,Finance,Bangalore,Large,0,52,35,OJD618,86854.44108
8700,High School,4,Analyst,Healthcare,Bangalore,Large,1,32,,LUR038,50916.09567
8701,Bachelors,9,Software Engineer,Healthcare,London,Medium,1,51,46,JSY053,70283.6179
8702,PhD,13,Manager,Education,Bangalore,Small,4,36,,NWZ268,106803.9002
8703,PhD,8,Analyst,,Bangalore,Small,,59,57,XVA174,87296.4333
8704,Bachelors,5,Data Scientist,Healthcare,New York,Small,1,34,43,AFW250,71695.29201
8705,Bachelors,5,Analyst,Education,Bangalore,Large,3,24,40,JET132,59687.43346
8706,Masters,18,Analyst,IT,New York,Small,1,32,50,TKN261,85594.82331
8707,PhD,2,Data Scientist,Healthcare,San Francisco,Small,3,43,31,HLJ333,103776.4255
8708,Masters,18,Software Engineer,Finance,San Francisco,Large,1,35,31,WNJ692,102743.0439
8709,Masters,4,Software Engineer,,Bangalore,Medium,1,59,44,MFR268,66833.61753
8710,High School,0,Manager,Healthcare,London,Small,1,38,35,JFR501,73613.48917
8711,Masters,18,Data Scientist,IT,London,Small,4,26,42,JPV660,116826.7487
8712,,5,Analyst,IT,San Francisco,Small,4,50,53,RJU626,91268.94882
8713,High School,6,Manager,IT,Bangalore,Large,0,31,56,OAV046,72750.51993
8714,Masters,7,Manager,Healthcare,London,Medium,1,40,51,WVG447,89917.49082
8715,High School,8,Software Engineer,IT,Bangalore,Large,1,26,41,ZFZ661,65540.86946
8716,,13,Analyst,Finance,Bangalore,Medium,,31,41,NLL237,90641.80156
8717,High School,11,Software Engineer,Healthcare,London,Large,1,41,30,BMZ168,83001.39783
8718,,9,Manager,IT,London,Small,,41,35,QMS418,101321.2038
8719,High School,10,Data Scientist,Healthcare,Bangalore,Small,4,56,40,XWT365,88311.49172
8720,,10,Data Scientist,Finance,San Francisco,Small,4,55,50,YSF051,104021.7036
8721,Masters,15,Software Engineer,Finance,San Francisco,Small,3,57,35,JYX663,94245.37793
8722,Bachelors,11,Data Scientist,Healthcare,San Francisco,Large,3,50,59,QBJ314,98325.04726
8723,Masters,1,Data Scientist,Finance,New York,Small,3,36,,LHA648,80116.45441
8724,Bachelors,13,Data Scientist,Education,Bangalore,Large,1,22,,YRN351,89812.02871
8725,High School,7,Manager,Education,New York,Medium,2,25,30,NRX726,77280.49807
8726,Bachelors,5,Data Scientist,Healthcare,London,Small,1,58,30,PNN911,80806.63939
8727,Bachelors,10,Software Engineer,Healthcare,New York,Small,0,29,49,JKN369,63250.86881
8728,PhD,12,Software Engineer,Healthcare,London,Large,0,52,33,UUM578,101508.0786
8729,Masters,6,Data Scientist,Finance,New York,Small,0,22,32,NJP571,94511.78324
8730,Bachelors,4,Analyst,Education,Bangalore,Medium,4,38,58,OLE231,54668.21297
8731,High School,7,Analyst,Education,San Francisco,Large,0,51,44,LER161,85135.73349
8732,Masters,1,Manager,IT,New York,Medium,1,35,38,GCU573,64685.47256
8733,High School,17,Software Engineer,Finance,Bangalore,Medium,0,35,43,WNC003,85017.96874
8734,High School,17,Software Engineer,Healthcare,San Francisco,Large,4,34,47,KZZ069,102697.0359
8735,Masters,14,Software Engineer,IT,New York,Medium,4,26,31,DUJ270,81675.47333
8736,High School,,Analyst,Healthcare,New York,Small,0,53,52,DCX943,73931.56013
8737,Bachelors,8,,Education,San Francisco,Large,0,42,48,EZN030,
8738,PhD,7,Data Scientist,Education,London,Medium,4,46,41,CBG511,104854.5865
8739,Masters,15,Analyst,Healthcare,London,Medium,2,31,44,IGD999,87377.90003
8740,High School,7,Data Scientist,,San Francisco,Medium,1,52,38,VXG767,82489.35937
8741,Bachelors,6,Data Scientist,Education,London,Small,0,58,35,LAZ821,78320.86322
8742,Masters,11,Manager,,Bangalore,Small,1,37,55,MRB199,82625.92156
8743,High School,7,Data Scientist,IT,London,Medium,3,37,45,ROF436,83929.57528
8744,High School,11,Software Engineer,Finance,Bangalore,Medium,2,54,54,VRL107,73424.99206
8745,High School,19,Manager,Finance,London,Small,2,47,49,FMG588,111838.1671
8746,PhD,1,Data Scientist,,London,Large,2,24,30,AGZ705,88069.69953
8747,High School,10,Manager,IT,Bangalore,Medium,1,55,48,JDZ657,71830.71318
8748,Masters,2,Data Scientist,Healthcare,Bangalore,Medium,1,47,47,GLC367,79167.64222
8749,PhD,,,Healthcare,Bangalore,Small,3,36,50,VLK605,77343.17951
8750,High School,3,Manager,Healthcare,London,Large,4,59,49,LIA638,89688.57111
8751,Bachelors,19,Software Engineer,Finance,San Francisco,Medium,3,47,46,UTE934,101455.7462
8752,PhD,12,Manager,IT,San Francisco,Small,3,33,,IAE355,103662.7812
8753,High School,18,Manager,Finance,San Francisco,Small,4,34,47,GRV714,110949.3017
8754,Masters,11,Data Scientist,IT,New York,Medium,2,59,42,EKO211,91576.65803
8755,PhD,19,Manager,Education,London,Small,3,47,41,XXT259,119889.5069
8756,Bachelors,15,Manager,Education,Bangalore,Large,1,58,39,GRV485,82065.42171
8757,Bachelors,13,Analyst,Healthcare,London,Large,1,53,35,ASI325,75613.95338
8758,PhD,7,Software Engineer,Finance,London,Medium,,59,47,KEY771,97857.43615
8759,PhD,11,Manager,Finance,London,Small,1,56,52,USL623,95099.7155
8760,Masters,9,Manager,Healthcare,New York,Large,1,44,50,KOW325,83528.79474
8761,PhD,4,Analyst,,London,Large,1,22,52,UDN183,86513.6887
8762,Bachelors,1,,Finance,New York,Medium,4,29,49,XOD638,67689.18568
8763,,10,Data Scientist,IT,London,Large,1,50,54,BPO486,85765.50946
8764,PhD,11,Software Engineer,IT,San Francisco,Small,0,39,58,YDW511,101699.4931
8765,High School,2,Manager,Education,New York,,3,57,44,,67786.38528
8766,High School,15,Manager,IT,Bangalore,Large,2,37,51,KMY998,95251.05894
8767,Bachelors,13,Software Engineer,Education,New York,Medium,0,52,34,PKD489,64859.91336
8768,Bachelors,0,Analyst,,Bangalore,Medium,2,56,39,PHO646,
8769,PhD,7,Manager,Finance,Bangalore,Small,1,32,53,KVV079,95374.23758
8770,PhD,8,Analyst,Finance,San Francisco,Large,2,28,46,EUG960,91044.76949
8771,PhD,,Software Engineer,Healthcare,London,Large,2,54,33,UDI330,101152.7951
8772,High School,7,Software Engineer,Education,London,Small,3,36,40,DGW495,67058.70131
8773,PhD,2,Data Scientist,IT,San Francisco,Small,2,43,40,IIK880,107174.2965
8774,High School,18,Software Engineer,IT,San Francisco,Large,0,59,50,SCM421,93007.76084
8775,High School,19,Manager,IT,London,Medium,1,53,46,FWH264,103551.3743
8776,Masters,19,Data Scientist,Finance,New York,Small,3,50,36,CPL943,102795.743
8777,,12,Data Scientist,IT,Bangalore,Medium,3,31,35,FLT542,97818.03004
8778,Masters,,Manager,IT,Bangalore,Medium,4,35,57,AUY303,79215.82648
8779,High School,6,Manager,Education,San Francisco,Small,0,,56,CIV108,74864.89707
8780,PhD,1,Manager,Education,San Francisco,,1,24,59,,92654.69534
8781,Bachelors,1,Data Scientist,Healthcare,San Francisco,Small,0,42,44,MDK304,74983.41972
8782,High School,14,Analyst,IT,San Francisco,Large,1,41,37,VLG090,
8783,Masters,13,Analyst,Education,Bangalore,Large,1,32,45,OFI626,88112.71357
8784,Masters,0,Data Scientist,IT,San Francisco,Medium,0,45,30,UPC910,78752.15041
8785,High School,16,Manager,Finance,New York,Small,2,51,50,SMH893,78550.88699
8786,High School,7,Data Scientist,Education,London,Small,1,50,51,NKE344,104684.9865
8787,High School,2,Software Engineer,IT,San Francisco,Small,0,43,36,TUO560,79456.901
8788,Bachelors,11,Manager,IT,San Francisco,Large,3,22,58,MNH346,103914.8054
8789,Bachelors,10,Manager,Healthcare,San Francisco,Small,2,33,32,QUS965,102281.6806
8790,High School,,Analyst,Education,San Francisco,Small,1,27,52,NGA836,
8791,Masters,15,Data Scientist,IT,London,Small,3,52,51,SBH200,106812.0699
8792,Bachelors,17,Software Engineer,Finance,Bangalore,Medium,1,41,56,OVJ315,89642.018
8793,PhD,10,Manager,IT,San Francisco,Small,4,47,32,FLO646,102733.4328
8794,Bachelors,10,Software Engineer,Healthcare,New York,Small,4,29,44,UFE831,73820.38552
8795,Masters,,Analyst,Finance,London,Large,0,25,32,JOH430,66268.8685
8796,Masters,14,Software Engineer,IT,London,Medium,0,41,45,RLV987,111492.3816
8797,High School,6,Manager,Finance,New York,Large,1,31,31,JOM996,75397.18959
8798,Masters,12,Software Engineer,IT,Bangalore,Small,3,26,42,ZKX697,74907.5961
8799,PhD,12,Manager,IT,New York,Medium,1,30,32,JZO612,99858.75906
8800,High School,15,Data Scientist,IT,San Francisco,Medium,4,40,34,WQG765,121969.8308
8801,Masters,5,Data Scientist,Education,Bangalore,Medium,2,55,55,FPI321,87070.60475
8802,Bachelors,13,Manager,,San Francisco,Large,4,55,31,ZLE529,100728.7324
8803,PhD,0,Analyst,Education,San Francisco,Small,1,28,39,IUH572,98195.43464
8804,PhD,13,,Education,San Francisco,Small,1,52,47,SSY921,121011.2464
8805,Bachelors,18,Manager,IT,New York,Medium,1,,41,FPJ660,90025.48796
8806,High School,15,Software Engineer,IT,New York,Small,0,39,34,QXB202,79708.51007
8807,High School,6,Data Scientist,Finance,Bangalore,Small,1,53,30,NAI029,69623.28714
8808,High School,8,Analyst,Education,New York,Medium,0,50,40,JAH371,73033.42252
8809,PhD,18,Manager,Healthcare,Bangalore,Small,1,56,43,UAF708,101286.1463
8810,PhD,7,Manager,Finance,London,Large,2,22,31,ZRC080,98987.81708
8811,Masters,11,Software Engineer,Healthcare,San Francisco,Medium,0,34,52,AOB416,87019.14958
8812,Bachelors,7,Analyst,Finance,Bangalore,Small,0,40,38,HVJ833,58238.83685
8813,High School,9,Data Scientist,IT,Bangalore,Large,0,48,39,ZYV847,76228.88729
8814,High School,6,Data Scientist,Finance,London,Medium,4,23,52,SCX779,94833.93188
8815,Bachelors,16,Manager,Finance,Bangalore,Medium,1,35,37,BGD317,83157.41714
8816,High School,16,Software Engineer,Finance,Bangalore,Small,4,,31,STD693,81060.7356
8817,PhD,16,Analyst,Finance,London,Medium,1,58,54,XDK834,97270.42489
8818,PhD,9,Data Scientist,Healthcare,New York,Small,4,57,43,AZP793,
8819,High School,9,,Finance,London,Medium,1,57,44,XFT634,98545.38336
8820,Masters,5,Data Scientist,IT,San Francisco,Small,3,51,58,PQY936,97855.47386
8821,High School,4,Data Scientist,IT,New York,Large,3,31,53,HAD149,
8822,PhD,13,Software Engineer,Education,San Francisco,Medium,3,22,58,FZM482,106256.2437
8823,Bachelors,2,,Education,San Francisco,Large,2,34,44,AYD633,82073.64748
8824,Masters,14,Data Scientist,Healthcare,Bangalore,Small,4,58,57,MBJ557,92384.31653
8825,PhD,1,Software Engineer,Healthcare,New York,Medium,0,30,59,GNC001,75610.84695
8826,High School,15,Software Engineer,Education,Bangalore,Small,1,50,30,ZAL128,71468.82698
8827,Masters,5,Analyst,Finance,London,Medium,1,32,55,GHG393,74898.95743
8828,Bachelors,0,Software Engineer,Finance,San Francisco,Small,3,31,52,LFG835,70596.54255
8829,Bachelors,6,Manager,Finance,Bangalore,Large,2,31,35,PRU728,74303.44205
8830,High School,2,Data Scientist,IT,London,Small,4,51,34,WMR848,76586.20573
8831,High School,6,Manager,Finance,San Francisco,Large,,49,38,AWD121,96609.01375
8832,Masters,6,Manager,Education,London,Medium,0,58,56,QHD597,94624.46516
8833,Masters,7,,Finance,London,Large,1,44,30,YQE969,74185.37371
8834,,9,Analyst,Finance,Bangalore,,0,33,30,,57407.42111
8835,Bachelors,10,Manager,,London,Medium,0,54,48,BTW028,82912.75103
8836,Bachelors,19,Data Scientist,IT,New York,Large,0,29,54,HIO858,106818.0461
8837,PhD,8,Data Scientist,Education,London,Small,0,,50,WBI965,97687.11376
8838,Masters,19,Data Scientist,Healthcare,San Francisco,Small,4,53,42,DMY679,120805.3264
8839,Bachelors,11,,IT,San Francisco,Large,0,,,GLT667,89805.50923
8840,Masters,16,Data Scientist,Healthcare,New York,Small,2,22,55,ACC422,108026.3162
8841,Masters,1,Analyst,IT,New York,Large,4,30,59,DFV416,69401.75681
8842,High School,5,Manager,Education,London,Small,0,24,58,ABN899,81731.12951
8843,Bachelors,18,Analyst,IT,London,Small,0,44,40,MVB623,89184.64303
8844,PhD,0,Software Engineer,Healthcare,London,Large,2,40,40,ZHR245,74950.84054
8845,Masters,11,Data Scientist,IT,New York,Medium,0,44,39,ZVO835,79544.40518
8846,Bachelors,8,Analyst,Finance,London,Large,4,56,,YUB378,71017.72652
8847,High School,12,Software Engineer,IT,San Francisco,Medium,3,51,52,PIZ491,77624.24751
8848,Bachelors,6,Data Scientist,Healthcare,London,Large,4,51,52,BUI273,78798.15865
8849,Bachelors,7,Software Engineer,Healthcare,Bangalore,Medium,2,33,54,LWI825,56408.70848
8850,Masters,15,Manager,Finance,San Francisco,Small,0,42,37,UVD796,105594.7634
8851,High School,5,Data Scientist,IT,Bangalore,Small,1,51,46,NZS226,71716.12158
8852,PhD,16,Data Scientist,IT,Bangalore,Small,2,44,42,LHI668,102715.0281
8853,Bachelors,13,Analyst,IT,London,,4,45,49,,90481.29834
8854,Masters,10,Software Engineer,IT,New York,Medium,0,40,55,FER870,68005.22081
8855,Masters,13,Analyst,Healthcare,London,Medium,0,23,33,SDU585,82756.33982
8856,High School,,Manager,Healthcare,San Francisco,Medium,0,43,57,DCG487,93703.30909
8857,Bachelors,7,Software Engineer,Healthcare,San Francisco,Small,2,55,31,GDQ944,81945.55554
8858,,3,Software Engineer,Healthcare,London,Large,3,29,31,DXK526,72187.20688
8859,Bachelors,0,Data Scientist,Education,Bangalore,Large,,,45,SRM440,67491.27883
8860,Bachelors,0,Manager,IT,Bangalore,Large,3,49,53,IUC982,63435.10757
8861,PhD,8,Analyst,Finance,New York,Medium,3,24,43,BNJ901,87286.38096
8862,Bachelors,7,Software Engineer,Finance,New York,Large,2,52,,USP813,68427.5596
8863,,7,,Education,London,Large,3,42,56,HZH259,86429.686
8864,Masters,4,Manager,Finance,Bangalore,Large,1,31,44,UZT340,69467.21438
8865,PhD,2,Software Engineer,Finance,Bangalore,Medium,0,43,47,CHH741,
8866,Masters,14,Manager,Healthcare,London,Small,1,38,58,MBN409,94454.3054
8867,High School,16,Manager,Healthcare,New York,Small,4,49,53,PWA497,91004.24283
8868,PhD,1,Manager,IT,London,Medium,2,28,56,HKT252,93740.10154
8869,PhD,3,Manager,IT,London,Medium,3,35,50,TUH436,89030.01391
8870,Bachelors,18,Manager,Healthcare,New York,,2,48,30,,96102.37477
8871,Masters,5,Software Engineer,Healthcare,San Francisco,Medium,4,44,,SDP005,75291.75363
8872,Bachelors,4,Manager,Finance,Bangalore,Small,0,41,34,LVZ493,69071.51946
8873,Masters,16,Manager,IT,San Francisco,Large,3,35,,UFS729,108463.9667
8874,PhD,14,Software Engineer,Finance,Bangalore,Medium,0,23,43,QVG954,87358.17386
8875,PhD,15,Analyst,Healthcare,New York,Large,2,59,42,GQP950,90097.92644
8876,High School,9,Data Scientist,Finance,San Francisco,Medium,0,47,35,ZPB971,97135.40398
8877,Masters,4,Data Scientist,Education,London,Medium,1,43,58,RDY061,81390.18453
8878,Bachelors,13,Manager,,London,Medium,3,31,54,ITJ753,84319.2195
8879,Masters,8,Analyst,Healthcare,New York,Small,3,51,58,FAE208,71407.29621
8880,Masters,18,Analyst,Education,San Francisco,Large,1,26,47,EDP065,93800.337
8881,High School,15,Software Engineer,Finance,London,Small,2,,40,SXQ190,93055.20982
8882,Bachelors,9,Manager,Education,New York,Large,,31,43,OGV142,74278.73351
8883,Masters,12,Data Scientist,IT,London,Small,1,34,34,WUG155,99695.82745
8884,High School,6,Manager,Education,London,Medium,3,47,38,SOO703,75189.89902
8885,Bachelors,7,Data Scientist,IT,Bangalore,Medium,,36,51,UEU800,67285.90782
8886,Masters,10,Software Engineer,Education,San Francisco,Small,1,41,56,XCZ959,94176.72472
8887,Masters,5,Software Engineer,Healthcare,New York,Small,1,32,31,KPR524,67863.00381
8888,High School,13,Manager,Healthcare,New York,Medium,3,36,53,JDZ102,87150.08977
8889,Bachelors,18,Software Engineer,Education,New York,,2,40,45,,78851.98879
8890,PhD,17,Manager,Education,London,Small,1,35,51,PZM262,111909.9264
8891,High School,12,Analyst,Education,London,Large,0,45,,PVW152,76524.61823
8892,High School,2,Software Engineer,Healthcare,San Francisco,Small,3,27,42,VST032,75368.60869
8893,PhD,19,Analyst,Finance,New York,Medium,2,38,47,ORO010,
8894,High School,6,Manager,Education,New York,Large,2,57,,ZPY154,71030.34861
8895,Masters,19,Software Engineer,IT,Bangalore,Large,3,22,,OWP560,82932.2772
8896,Bachelors,0,Data Scientist,Finance,Bangalore,Small,4,46,55,KQQ315,64651.81988
8897,PhD,4,Software Engineer,Finance,New York,Medium,,44,37,BDG782,66612.57058
8898,Bachelors,10,Analyst,Healthcare,San Francisco,Small,3,44,50,JFY286,
8899,Masters,19,Data Scientist,Education,San Francisco,Small,1,53,43,XJS167,112017.5162
8900,Masters,0,Software Engineer,,Bangalore,Large,4,38,42,MOL131,82674.89247
8901,High School,7,Software Engineer,,San Francisco,Medium,3,50,43,KGX296,72188.43072
8902,High School,2,Manager,IT,New York,Small,3,40,38,LKJ984,74187.04638
8903,Masters,6,Software Engineer,Healthcare,New York,Large,,36,30,NVJ155,65505.36407
8904,Masters,19,Software Engineer,IT,London,Large,2,28,30,ZPI254,93591.29904
8905,Masters,18,Manager,Finance,San Francisco,Small,2,22,52,BMI422,106971.3651
8906,PhD,17,Analyst,IT,London,Small,3,39,44,XNT623,100708.7412
